number,value,datetime_start,datetime_complete,duration,params_D,params_EXOG_ON,params_P,params_Q,params_d,params_enforce_invertibility,params_enforce_stationarity,params_m,params_p,params_q,params_trend,state
323,0.04040276276171314,2025-09-08 16:57:59.329680,2025-09-08 16:57:59.588680,0 days 00:00:00.259000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
324,0.04040276276171314,2025-09-08 16:57:59.554680,2025-09-08 16:57:59.609680,0 days 00:00:00.055000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
325,0.04040276276171314,2025-09-08 16:57:59.558680,2025-09-08 16:57:59.613680,0 days 00:00:00.055000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
326,1.9908284656952306,2025-09-08 16:57:59.565680,2025-09-08 16:57:59.996680,0 days 00:00:00.431000,0,0,0,0,2,True,True,7,3,5,n,PRUNED
327,0.04103628195770933,2025-09-08 16:57:59.999680,2025-09-08 16:58:00.005680,0 days 00:00:00.006000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
328,0.0404835281535303,2025-09-08 16:58:00.007680,2025-09-08 16:58:00.014680,0 days 00:00:00.007000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
329,0.04163888491419558,2025-09-08 16:58:00.016680,2025-09-08 16:58:00.040681,0 days 00:00:00.024001,0,0,0,0,0,True,True,7,4,3,n,PRUNED
330,1.9993675878455375,2025-09-08 16:58:00.019680,2025-09-08 16:58:00.290680,0 days 00:00:00.271000,0,0,0,0,2,True,True,7,1,5,n,PRUNED
331,0.04163888491419558,2025-09-08 16:58:00.022680,2025-09-08 16:58:00.043680,0 days 00:00:00.021000,0,0,0,0,0,True,True,7,4,3,n,PRUNED
332,0.04163888491419558,2025-09-08 16:58:00.028680,2025-09-08 16:58:00.237680,0 days 00:00:00.209000,0,0,0,0,0,True,True,7,4,3,n,PRUNED
333,0.04163888491419558,2025-09-08 16:58:00.033680,2025-09-08 16:58:00.249680,0 days 00:00:00.216000,0,0,0,0,0,True,True,7,4,3,n,PRUNED
334,0.04040276276171314,2025-09-08 16:58:00.037680,2025-09-08 16:58:00.255680,0 days 00:00:00.218000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
335,0.041040701042565,2025-09-08 16:58:00.041680,2025-09-08 16:58:00.270680,0 days 00:00:00.229000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
336,0.04040276276171314,2025-09-08 16:58:00.235680,2025-09-08 16:58:00.284680,0 days 00:00:00.049000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
337,0.041040701042565,2025-09-08 16:58:00.239680,2025-09-08 16:58:00.274680,0 days 00:00:00.035000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
338,0.041040701042565,2025-09-08 16:58:00.241680,2025-09-08 16:58:00.283680,0 days 00:00:00.042000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
339,0.041040701042565,2025-09-08 16:58:00.247681,2025-09-08 16:58:00.290680,0 days 00:00:00.042999,0,0,0,0,0,True,True,7,2,2,n,PRUNED
340,0.041040701042565,2025-09-08 16:58:00.250680,2025-09-08 16:58:00.287680,0 days 00:00:00.037000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
341,1.9974248293808852,2025-09-08 16:58:00.269680,2025-09-08 16:58:00.359680,0 days 00:00:00.090000,0,1,0,0,1,True,True,7,3,0,n,PRUNED
342,0.04103628195770933,2025-09-08 16:58:00.275680,2025-09-08 16:58:00.326680,0 days 00:00:00.051000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
343,0.04103628195770933,2025-09-08 16:58:00.292680,2025-09-08 16:58:00.346680,0 days 00:00:00.054000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
344,0.04103628195770933,2025-09-08 16:58:00.298681,2025-09-08 16:58:00.350680,0 days 00:00:00.051999,0,0,0,0,0,True,True,7,3,1,n,PRUNED
345,0.04040276276171314,2025-09-08 16:58:00.328680,2025-09-08 16:58:00.358680,0 days 00:00:00.030000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
346,0.04040276276171314,2025-09-08 16:58:00.341681,2025-09-08 16:58:00.364680,0 days 00:00:00.022999,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
347,0.04040276276171314,2025-09-08 16:58:00.356680,2025-09-08 16:58:00.369680,0 days 00:00:00.013000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
348,1.994674555545266,2025-09-08 16:58:00.369680,2025-09-08 16:58:00.578680,0 days 00:00:00.209000,0,0,0,0,1,True,True,7,0,3,c,PRUNED
349,0.0405477417270787,2025-09-08 16:58:00.374680,2025-09-08 16:58:00.407680,0 days 00:00:00.033000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
350,0.0404835281535303,2025-09-08 16:58:00.376680,2025-09-08 16:58:00.399680,0 days 00:00:00.023000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
351,1.9999790350829072,2025-09-08 16:58:00.391680,2025-09-08 16:58:00.427680,0 days 00:00:00.036000,0,0,0,0,1,True,True,7,3,1,n,PRUNED
352,0.0404835281535303,2025-09-08 16:58:00.398680,2025-09-08 16:58:00.437680,0 days 00:00:00.039000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
353,1.9972401869345073,2025-09-08 16:58:00.413680,2025-09-08 16:58:00.588680,0 days 00:00:00.175000,0,1,0,0,1,True,True,7,5,1,n,PRUNED
354,0.04040276276171314,2025-09-08 16:58:00.421680,2025-09-08 16:58:00.567680,0 days 00:00:00.146000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
355,0.04040276276171314,2025-09-08 16:58:00.428680,2025-09-08 16:58:00.577680,0 days 00:00:00.149000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
356,0.04040276276171314,2025-09-08 16:58:00.438680,2025-09-08 16:58:00.579680,0 days 00:00:00.141000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
357,1.9936085257097746,2025-09-08 16:58:00.589680,2025-09-08 16:58:00.600680,0 days 00:00:00.011000,0,0,0,0,1,True,True,7,3,2,n,PRUNED
358,1.9936085257097746,2025-09-08 16:58:00.591680,2025-09-08 16:58:00.606680,0 days 00:00:00.015000,0,0,0,0,1,True,True,7,3,2,n,PRUNED
359,0.0405477417270787,2025-09-08 16:58:00.602680,2025-09-08 16:58:00.628680,0 days 00:00:00.026000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
360,0.0405477417270787,2025-09-08 16:58:00.608681,2025-09-08 16:58:00.643680,0 days 00:00:00.034999,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
361,0.0405477417270787,2025-09-08 16:58:00.610680,2025-09-08 16:58:00.642680,0 days 00:00:00.032000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
362,0.041240674139601294,2025-09-08 16:58:00.613680,2025-09-08 16:58:00.639680,0 days 00:00:00.026000,0,0,0,0,0,True,True,7,4,1,n,PRUNED
363,0.0405477417270787,2025-09-08 16:58:00.619680,2025-09-08 16:58:00.653680,0 days 00:00:00.034000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
364,0.0405477417270787,2025-09-08 16:58:00.622680,2025-09-08 16:58:00.659680,0 days 00:00:00.037000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
365,0.04040276276171314,2025-09-08 16:58:00.631680,2025-09-08 16:58:00.660680,0 days 00:00:00.029000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
366,0.04040276276171314,2025-09-08 16:58:00.634680,2025-09-08 16:58:00.662680,0 days 00:00:00.028000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
367,0.04040276276171314,2025-09-08 16:58:00.646680,2025-09-08 16:58:00.671680,0 days 00:00:00.025000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
368,0.04040276276171314,2025-09-08 16:58:00.654680,2025-09-08 16:58:00.691680,0 days 00:00:00.037000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
369,1.9929447155860858,2025-09-08 16:58:00.660680,2025-09-08 16:58:01.616680,0 days 00:00:00.956000,0,0,0,0,1,True,True,7,3,3,c,PRUNED
370,0.04105584024234711,2025-09-08 16:58:00.664680,2025-09-08 16:58:00.688680,0 days 00:00:00.024000,0,0,0,0,0,True,True,7,2,1,n,PRUNED
371,0.054588620589147735,2025-09-08 16:58:00.665681,2025-09-08 16:58:00.707680,0 days 00:00:00.041999,0,0,0,0,0,True,True,7,4,2,c,PRUNED
372,0.04105584024234711,2025-09-08 16:58:00.673680,2025-09-08 16:58:00.710681,0 days 00:00:00.037001,0,0,0,0,0,True,True,7,2,1,n,PRUNED
373,0.04105584024234711,2025-09-08 16:58:00.677680,2025-09-08 16:58:00.721680,0 days 00:00:00.044000,0,0,0,0,0,True,True,7,2,1,n,PRUNED
374,0.04103628195770933,2025-09-08 16:58:00.679680,2025-09-08 16:58:00.726680,0 days 00:00:00.047000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
375,0.054588620589147735,2025-09-08 16:58:00.684680,2025-09-08 16:58:00.736680,0 days 00:00:00.052000,0,0,0,0,0,True,True,7,4,2,c,PRUNED
376,0.0404835281535303,2025-09-08 16:58:00.691680,2025-09-08 16:58:00.740680,0 days 00:00:00.049000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
377,0.0404835281535303,2025-09-08 16:58:00.698681,2025-09-08 16:58:00.757680,0 days 00:00:00.058999,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
378,0.0404835281535303,2025-09-08 16:58:00.707680,2025-09-08 16:58:00.752680,0 days 00:00:00.045000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
379,0.42274024674596206,2025-09-08 16:58:00.719680,2025-09-08 16:58:00.929680,0 days 00:00:00.210000,0,1,0,0,0,True,True,7,2,1,c,PRUNED
380,0.04040276276171314,2025-09-08 16:58:00.727680,2025-09-08 16:58:00.780680,0 days 00:00:00.053000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
381,0.04040276276171314,2025-09-08 16:58:00.741680,2025-09-08 16:58:00.847680,0 days 00:00:00.106000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
382,1.9929447155860858,2025-09-08 16:58:00.749680,2025-09-08 16:58:01.666680,0 days 00:00:00.917000,0,0,0,0,1,True,True,7,3,3,c,PRUNED
383,0.04040276276171314,2025-09-08 16:58:00.763680,2025-09-08 16:58:00.865680,0 days 00:00:00.102000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
384,0.04040276276171314,2025-09-08 16:58:00.769680,2025-09-08 16:58:00.916680,0 days 00:00:00.147000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
385,0.041040701042565,2025-09-08 16:58:00.848680,2025-09-08 16:58:00.941680,0 days 00:00:00.093000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
386,0.041040701042565,2025-09-08 16:58:00.871680,2025-09-08 16:58:00.950680,0 days 00:00:00.079000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
387,0.42616367352181495,2025-09-08 16:58:00.883680,2025-09-08 16:58:01.619680,0 days 00:00:00.736000,0,1,0,0,0,True,True,7,5,0,c,PRUNED
388,0.04103628195770933,2025-09-08 16:58:01.116680,2025-09-08 16:58:01.354680,0 days 00:00:00.238000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
389,0.43209221058015557,2025-09-08 16:58:01.322680,2025-09-08 16:58:01.680680,0 days 00:00:00.358000,0,1,0,0,0,True,True,7,4,0,c,PRUNED
390,0.04040276276171314,2025-09-08 16:58:01.566680,2025-09-08 16:58:01.627680,0 days 00:00:00.061000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
391,1.993261458706256,2025-09-08 16:58:01.595680,2025-09-08 16:58:01.651680,0 days 00:00:00.056000,0,0,0,0,1,True,True,7,3,3,n,PRUNED
392,0.04040276276171314,2025-09-08 16:58:01.629680,2025-09-08 16:58:01.669680,0 days 00:00:00.040000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
393,0.04040276276171314,2025-09-08 16:58:01.634680,2025-09-08 16:58:01.671680,0 days 00:00:00.037000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
394,0.04103628195770933,2025-09-08 16:58:01.670680,2025-09-08 16:58:01.696680,0 days 00:00:00.026000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
395,0.04103628195770933,2025-09-08 16:58:01.673680,2025-09-08 16:58:01.706680,0 days 00:00:00.033000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
396,0.5973565568954068,2025-09-08 16:58:01.676680,2025-09-08 16:58:01.833681,0 days 00:00:00.157001,0,1,0,0,0,True,True,7,2,0,n,PRUNED
397,1.9992977816789654,2025-09-08 16:58:01.680680,2025-09-08 16:58:03.304680,0 days 00:00:01.624000,0,0,0,0,2,True,True,7,1,4,c,PRUNED
398,1.9925608423833552,2025-09-08 16:58:01.685680,2025-09-08 16:58:03.445680,0 days 00:00:01.760000,0,0,0,0,1,True,True,7,5,4,c,PRUNED
399,0.04103628195770933,2025-09-08 16:58:01.690680,2025-09-08 16:58:01.761680,0 days 00:00:00.071000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
400,0.04103628195770933,2025-09-08 16:58:01.695680,2025-09-08 16:58:01.785680,0 days 00:00:00.090000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
401,0.5628523458535004,2025-09-08 16:58:01.698680,2025-09-08 16:58:02.672680,0 days 00:00:00.974000,0,1,0,0,0,True,True,7,2,3,n,PRUNED
402,0.0404835281535303,2025-09-08 16:58:01.702680,2025-09-08 16:58:01.790680,0 days 00:00:00.088000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
403,0.0404835281535303,2025-09-08 16:58:01.707680,2025-09-08 16:58:01.822680,0 days 00:00:00.115000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
404,0.0404835281535303,2025-09-08 16:58:01.738680,2025-09-08 16:58:01.806680,0 days 00:00:00.068000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
405,0.0404835281535303,2025-09-08 16:58:01.747681,2025-09-08 16:58:02.085680,0 days 00:00:00.337999,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
406,0.266951752535191,2025-09-08 16:58:01.751680,2025-09-08 16:58:03.078681,0 days 00:00:01.327001,0,1,0,0,0,True,True,7,3,4,n,PRUNED
407,0.0404835281535303,2025-09-08 16:58:01.757680,2025-09-08 16:58:02.325680,0 days 00:00:00.568000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
408,1.9995967469683364,2025-09-08 16:58:01.760680,2025-09-08 16:58:02.544680,0 days 00:00:00.784000,0,0,0,0,1,True,True,7,0,5,n,PRUNED
409,1.9963555318545776,2025-09-08 16:58:01.805680,2025-09-08 16:58:02.373680,0 days 00:00:00.568000,0,0,0,0,1,True,True,7,2,2,n,PRUNED
410,0.041040701042565,2025-09-08 16:58:01.828680,2025-09-08 16:58:02.399680,0 days 00:00:00.571000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
411,0.041040701042565,2025-09-08 16:58:01.979680,2025-09-08 16:58:02.417680,0 days 00:00:00.438000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
412,0.04533232032013432,2025-09-08 16:58:02.168680,2025-09-08 16:58:02.445681,0 days 00:00:00.277001,0,0,0,0,0,True,True,7,2,2,c,PRUNED
413,0.041040701042565,2025-09-08 16:58:02.198680,2025-09-08 16:58:02.491680,0 days 00:00:00.293000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
414,0.041040701042565,2025-09-08 16:58:02.301680,2025-09-08 16:58:02.532680,0 days 00:00:00.231000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
415,1.9963555318545776,2025-09-08 16:58:02.341680,2025-09-08 16:58:02.741680,0 days 00:00:00.400000,0,0,0,0,1,True,True,7,2,2,n,PRUNED
416,0.041040701042565,2025-09-08 16:58:02.378680,2025-09-08 16:58:02.721680,0 days 00:00:00.343000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
417,0.041040701042565,2025-09-08 16:58:02.397680,2025-09-08 16:58:02.793680,0 days 00:00:00.396000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
418,0.0405477417270787,2025-09-08 16:58:03.430680,2025-09-08 16:58:03.460681,0 days 00:00:00.030001,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
419,0.0405477417270787,2025-09-08 16:58:03.435680,2025-09-08 16:58:03.469681,0 days 00:00:00.034001,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
420,0.0405477417270787,2025-09-08 16:58:03.447680,2025-09-08 16:58:03.476680,0 days 00:00:00.029000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
421,0.39631333097176835,2025-09-08 16:58:03.462681,2025-09-08 16:58:05.074680,0 days 00:00:01.611999,0,1,0,0,0,True,True,7,2,5,c,PRUNED
422,0.04040276276171314,2025-09-08 16:58:03.479681,2025-09-08 16:58:03.559680,0 days 00:00:00.079999,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
423,0.04040276276171314,2025-09-08 16:58:03.490680,2025-09-08 16:58:03.564680,0 days 00:00:00.074000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
424,0.04040276276171314,2025-09-08 16:58:03.498680,2025-09-08 16:58:03.576680,0 days 00:00:00.078000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
425,0.04040276276171314,2025-09-08 16:58:03.521680,2025-09-08 16:58:03.589680,0 days 00:00:00.068000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
426,1.9999790350829072,2025-09-08 16:58:03.575680,2025-09-08 16:58:03.649680,0 days 00:00:00.074000,0,0,0,0,1,True,True,7,3,1,n,PRUNED
427,0.04040276276171314,2025-09-08 16:58:03.583680,2025-09-08 16:58:03.671680,0 days 00:00:00.088000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
428,0.041240674139601294,2025-09-08 16:58:03.600680,2025-09-08 16:58:03.676680,0 days 00:00:00.076000,0,0,0,0,0,True,True,7,4,1,n,PRUNED
429,1.9936085257097746,2025-09-08 16:58:03.610680,2025-09-08 16:58:03.691680,0 days 00:00:00.081000,0,0,0,0,1,True,True,7,3,2,n,PRUNED
430,0.041240674139601294,2025-09-08 16:58:03.626680,2025-09-08 16:58:03.694680,0 days 00:00:00.068000,0,0,0,0,0,True,True,7,4,1,n,PRUNED
431,1.9999790350829072,2025-09-08 16:58:03.637680,2025-09-08 16:58:03.695680,0 days 00:00:00.058000,0,0,0,0,1,True,True,7,3,1,n,PRUNED
432,0.04040276276171314,2025-09-08 16:58:03.659680,2025-09-08 16:58:03.721680,0 days 00:00:00.062000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
433,0.40423179342438265,2025-09-08 16:58:03.666680,2025-09-08 16:58:04.709680,0 days 00:00:01.043000,0,1,0,0,0,True,True,7,0,5,c,PRUNED
434,0.04040276276171314,2025-09-08 16:58:03.681680,2025-09-08 16:58:03.738681,0 days 00:00:00.057001,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
435,0.04040276276171314,2025-09-08 16:58:03.702680,2025-09-08 16:58:03.751680,0 days 00:00:00.049000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
436,0.04040276276171314,2025-09-08 16:58:03.708680,2025-09-08 16:58:03.782680,0 days 00:00:00.074000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
437,0.04040276276171314,2025-09-08 16:58:03.716680,2025-09-08 16:58:03.785680,0 days 00:00:00.069000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
438,0.04040276276171314,2025-09-08 16:58:03.742680,2025-09-08 16:58:03.815680,0 days 00:00:00.073000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
439,0.04040276276171314,2025-09-08 16:58:03.748680,2025-09-08 16:58:03.836680,0 days 00:00:00.088000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
440,1.9993551106163165,2025-09-08 16:58:03.768680,2025-09-08 16:58:03.830680,0 days 00:00:00.062000,0,0,0,0,1,True,True,7,4,3,n,PRUNED
441,0.0405477417270787,2025-09-08 16:58:03.793680,2025-09-08 16:58:03.874680,0 days 00:00:00.081000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
442,0.0405477417270787,2025-09-08 16:58:03.800680,2025-09-08 16:58:03.885680,0 days 00:00:00.085000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
443,1.9973487497069442,2025-09-08 16:58:03.816680,2025-09-08 16:58:04.019681,0 days 00:00:00.203001,0,1,0,0,1,True,True,7,1,2,n,PRUNED
444,0.0405477417270787,2025-09-08 16:58:03.838680,2025-09-08 16:58:03.947681,0 days 00:00:00.109001,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
445,0.0405477417270787,2025-09-08 16:58:03.858680,2025-09-08 16:58:03.967680,0 days 00:00:00.109000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
446,1.9929971927228427,2025-09-08 16:58:03.884680,2025-09-08 16:58:03.980681,0 days 00:00:00.096001,0,1,0,0,1,True,True,7,3,2,n,PRUNED
447,0.05777959891109575,2025-09-08 16:58:04.014680,2025-09-08 16:58:04.073680,0 days 00:00:00.059000,0,0,0,0,0,True,True,7,3,2,c,PRUNED
448,0.0404835281535303,2025-09-08 16:58:04.058681,2025-09-08 16:58:04.127680,0 days 00:00:00.068999,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
449,0.20542377444843943,2025-09-08 16:58:04.116680,2025-09-08 16:58:04.261681,0 days 00:00:00.145001,0,1,0,0,0,True,True,7,3,1,n,PRUNED
450,0.04103628195770933,2025-09-08 16:58:04.144680,2025-09-08 16:58:04.283680,0 days 00:00:00.139000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
451,0.04103628195770933,2025-09-08 16:58:04.155680,2025-09-08 16:58:04.320680,0 days 00:00:00.165000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
452,0.04128191276632094,2025-09-08 16:58:04.296680,2025-09-08 16:58:04.368680,0 days 00:00:00.072000,0,0,0,0,0,True,True,7,2,3,n,PRUNED
453,0.04040276276171314,2025-09-08 16:58:04.380680,2025-09-08 16:58:04.480680,0 days 00:00:00.100000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
454,0.04040276276171314,2025-09-08 16:58:04.383680,2025-09-08 16:58:04.485680,0 days 00:00:00.102000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
455,1.999913126189742,2025-09-08 16:58:04.410681,2025-09-08 16:58:04.596680,0 days 00:00:00.185999,0,0,0,0,2,True,True,7,0,1,n,PRUNED
456,0.04040276276171314,2025-09-08 16:58:04.424680,2025-09-08 16:58:04.560680,0 days 00:00:00.136000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
457,0.04040276276171314,2025-09-08 16:58:04.446680,2025-09-08 16:58:04.545680,0 days 00:00:00.099000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
458,0.04040276276171314,2025-09-08 16:58:04.476680,2025-09-08 16:58:04.574680,0 days 00:00:00.098000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
459,0.04040276276171314,2025-09-08 16:58:04.510680,2025-09-08 16:58:04.603680,0 days 00:00:00.093000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
460,0.0404835281535303,2025-09-08 16:58:04.548680,2025-09-08 16:58:04.622680,0 days 00:00:00.074000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
461,1.9999993315341884,2025-09-08 16:58:04.565680,2025-09-08 16:58:04.700680,0 days 00:00:00.135000,0,0,0,0,1,True,True,7,0,1,n,PRUNED
462,0.0404835281535303,2025-09-08 16:58:04.592681,2025-09-08 16:58:04.680680,0 days 00:00:00.087999,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
463,1.9945597720449117,2025-09-08 16:58:04.617680,2025-09-08 16:58:04.921680,0 days 00:00:00.304000,0,0,0,0,1,True,True,7,3,1,c,PRUNED
464,0.04103628195770933,2025-09-08 16:58:04.630680,2025-09-08 16:58:04.704680,0 days 00:00:00.074000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
465,1.996169497445875,2025-09-08 16:58:04.654680,2025-09-08 16:58:05.048680,0 days 00:00:00.394000,0,0,0,0,1,True,True,7,5,1,c,PRUNED
466,0.04105584024234711,2025-09-08 16:58:04.670680,2025-09-08 16:58:04.770679,0 days 00:00:00.099999,0,0,0,0,0,True,True,7,2,1,n,PRUNED
467,1.9936085257097746,2025-09-08 16:58:04.677680,2025-09-08 16:58:04.787679,0 days 00:00:00.109999,0,0,0,0,1,True,True,7,3,2,n,PRUNED
468,0.04105584024234711,2025-09-08 16:58:04.684680,2025-09-08 16:58:04.761680,0 days 00:00:00.077000,0,0,0,0,0,True,True,7,2,1,n,PRUNED
469,0.04509831615652992,2025-09-08 16:58:04.693680,2025-09-08 16:58:04.803679,0 days 00:00:00.109999,0,0,0,0,0,True,True,7,3,1,c,PRUNED
470,1.9936085257097746,2025-09-08 16:58:04.707680,2025-09-08 16:58:04.813679,0 days 00:00:00.105999,0,0,0,0,1,True,True,7,3,2,n,PRUNED
471,1.9936085257097746,2025-09-08 16:58:04.721680,2025-09-08 16:58:04.832679,0 days 00:00:00.110999,0,0,0,0,1,True,True,7,3,2,n,PRUNED
472,0.04105584024234711,2025-09-08 16:58:04.748681,2025-09-08 16:58:04.862680,0 days 00:00:00.113999,0,0,0,0,0,True,True,7,2,1,n,PRUNED
473,1.9936085257097746,2025-09-08 16:58:04.768679,2025-09-08 16:58:04.861680,0 days 00:00:00.093001,0,0,0,0,1,True,True,7,3,2,n,PRUNED
474,0.04128191276632094,2025-09-08 16:58:04.810679,2025-09-08 16:58:04.903680,0 days 00:00:00.093001,0,0,0,0,0,True,True,7,2,3,n,PRUNED
475,1.9945597720449117,2025-09-08 16:58:04.840680,2025-09-08 16:58:04.927680,0 days 00:00:00.087000,0,0,0,0,1,True,True,7,3,1,c,PRUNED
476,0.04128191276632094,2025-09-08 16:58:04.865682,2025-09-08 16:58:04.944680,0 days 00:00:00.078998,0,0,0,0,0,True,True,7,2,3,n,PRUNED
477,0.04040276276171314,2025-09-08 16:58:04.933680,2025-09-08 16:58:05.001680,0 days 00:00:00.068000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
478,0.20261412835044912,2025-09-08 16:58:05.017681,2025-09-08 16:58:05.055680,0 days 00:00:00.037999,0,1,0,0,0,True,True,7,3,2,n,PRUNED
479,0.04163888491419558,2025-09-08 16:58:05.062680,2025-09-08 16:58:05.082680,0 days 00:00:00.020000,0,0,0,0,0,True,True,7,4,3,n,PRUNED
480,0.04163888491419558,2025-09-08 16:58:05.071680,2025-09-08 16:58:05.093680,0 days 00:00:00.022000,0,0,0,0,0,True,True,7,4,3,n,PRUNED
481,0.041240674139601294,2025-09-08 16:58:05.077680,2025-09-08 16:58:05.094681,0 days 00:00:00.017001,0,0,0,0,0,True,True,7,4,1,n,PRUNED
482,0.041240674139601294,2025-09-08 16:58:05.086680,2025-09-08 16:58:05.106680,0 days 00:00:00.020000,0,0,0,0,0,True,True,7,4,1,n,PRUNED
483,0.04040276276171314,2025-09-08 16:58:05.096680,2025-09-08 16:58:05.120680,0 days 00:00:00.024000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
484,0.04040276276171314,2025-09-08 16:58:05.101680,2025-09-08 16:58:05.131680,0 days 00:00:00.030000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
485,1.992260449858085,2025-09-08 16:58:05.104680,2025-09-08 16:58:07.218680,0 days 00:00:02.114000,0,1,0,0,1,True,True,7,3,3,c,PRUNED
486,0.041040701042565,2025-09-08 16:58:05.112680,2025-09-08 16:58:05.143680,0 days 00:00:00.031000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
487,0.041040701042565,2025-09-08 16:58:05.115680,2025-09-08 16:58:05.155680,0 days 00:00:00.040000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
