number,value,datetime_start,datetime_complete,duration,params_D,params_EXOG_ON,params_P,params_Q,params_d,params_enforce_invertibility,params_enforce_stationarity,params_m,params_p,params_q,params_trend,state
159,0.04163888491419558,2025-09-08 16:57:49.106679,2025-09-08 16:57:49.174680,0 days 00:00:00.068001,0,0,0,0,0,True,True,7,4,3,n,COMPLETE
160,0.04040276276171314,2025-09-08 16:57:49.108680,2025-09-08 16:57:49.170680,0 days 00:00:00.062000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
161,0.04509831615652992,2025-09-08 16:57:49.127679,2025-09-08 16:57:49.199679,0 days 00:00:00.072000,0,0,0,0,0,True,True,7,3,1,c,COMPLETE
162,0.04163888491419558,2025-09-08 16:57:49.164680,2025-09-08 16:57:49.259679,0 days 00:00:00.094999,0,0,0,0,0,True,True,7,4,3,n,COMPLETE
163,0.04065722397734261,2025-09-08 16:57:49.183680,2025-09-08 16:57:51.560680,0 days 00:00:02.377000,0,0,0,0,0,True,True,7,3,3,c,COMPLETE
164,0.05777959891109575,2025-09-08 16:57:49.195679,2025-09-08 16:57:51.439680,0 days 00:00:02.244001,0,0,0,0,0,True,True,7,3,2,c,PRUNED
165,0.04128191276632094,2025-09-08 16:57:49.233679,2025-09-08 16:57:49.295679,0 days 00:00:00.062000,0,0,0,0,0,True,True,7,2,3,n,COMPLETE
166,0.041040701042565,2025-09-08 16:57:49.262679,2025-09-08 16:57:49.362680,0 days 00:00:00.100001,0,0,0,0,0,True,True,7,2,2,n,COMPLETE
167,0.04103628195770933,2025-09-08 16:57:49.342679,2025-09-08 16:57:49.440680,0 days 00:00:00.098001,0,0,0,0,0,True,True,7,3,1,n,COMPLETE
168,0.04103628195770933,2025-09-08 16:57:49.374681,2025-09-08 16:57:49.444681,0 days 00:00:00.070000,0,0,0,0,0,True,True,7,3,1,n,COMPLETE
169,0.0405477417270787,2025-09-08 16:57:49.468680,2025-09-08 16:57:49.586680,0 days 00:00:00.118000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
170,0.0405477417270787,2025-09-08 16:57:49.533680,2025-09-08 16:57:49.656679,0 days 00:00:00.122999,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
171,0.04040276276171314,2025-09-08 16:57:49.646679,2025-09-08 16:57:49.762680,0 days 00:00:00.116001,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
172,1.9963555318545776,2025-09-08 16:57:49.673680,2025-09-08 16:57:49.814680,0 days 00:00:00.141000,0,0,0,0,1,True,True,7,2,2,n,PRUNED
173,0.04040276276171314,2025-09-08 16:57:49.725680,2025-09-08 16:57:49.825680,0 days 00:00:00.100000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
174,0.04040276276171314,2025-09-08 16:57:49.774680,2025-09-08 16:57:49.900680,0 days 00:00:00.126000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
175,0.04040276276171314,2025-09-08 16:57:49.844680,2025-09-08 16:57:50.010681,0 days 00:00:00.166001,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
176,1.9900651057211542,2025-09-08 16:57:49.864680,2025-09-08 16:57:55.578680,0 days 00:00:05.714000,0,1,0,0,1,True,True,7,4,5,c,PRUNED
177,1.9976356507239557,2025-09-08 16:57:49.934680,2025-09-08 16:57:50.419684,0 days 00:00:00.485004,0,0,0,0,1,True,True,7,4,2,n,PRUNED
178,0.04065722397734261,2025-09-08 16:57:50.056680,2025-09-08 16:57:53.526680,0 days 00:00:03.470000,0,0,0,0,0,True,True,7,3,3,c,COMPLETE
179,0.05777959891109575,2025-09-08 16:57:50.165680,2025-09-08 16:57:53.641682,0 days 00:00:03.476002,0,0,0,0,0,True,True,7,3,2,c,PRUNED
180,1.9899825296861358,2025-09-08 16:57:50.209680,2025-09-08 16:57:55.581680,0 days 00:00:05.372000,0,1,0,0,2,True,True,7,5,4,c,PRUNED
181,0.041040701042565,2025-09-08 16:57:50.468682,2025-09-08 16:57:50.662680,0 days 00:00:00.193998,0,0,0,0,0,True,True,7,2,2,n,COMPLETE
182,0.05777959891109575,2025-09-08 16:57:50.619680,2025-09-08 16:57:53.802681,0 days 00:00:03.183001,0,0,0,0,0,True,True,7,3,2,c,PRUNED
183,0.04040276276171314,2025-09-08 16:57:50.987680,2025-09-08 16:57:51.201680,0 days 00:00:00.214000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
184,0.0404835281535303,2025-09-08 16:57:51.196680,2025-09-08 16:57:51.449680,0 days 00:00:00.253000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
185,0.0404835281535303,2025-09-08 16:57:51.235680,2025-09-08 16:57:51.381680,0 days 00:00:00.146000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
186,0.0404835281535303,2025-09-08 16:57:51.281680,2025-09-08 16:57:51.489680,0 days 00:00:00.208000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
187,0.0404835281535303,2025-09-08 16:57:51.353680,2025-09-08 16:57:51.527680,0 days 00:00:00.174000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
188,0.04040276276171314,2025-09-08 16:57:51.388680,2025-09-08 16:57:51.516680,0 days 00:00:00.128000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
189,0.04040276276171314,2025-09-08 16:57:51.435680,2025-09-08 16:57:51.560680,0 days 00:00:00.125000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
190,0.04103628195770933,2025-09-08 16:57:51.496680,2025-09-08 16:57:51.621680,0 days 00:00:00.125000,0,0,0,0,0,True,True,7,3,1,n,COMPLETE
191,0.20542377444843943,2025-09-08 16:57:51.527680,2025-09-08 16:57:52.124680,0 days 00:00:00.597000,0,1,0,0,0,True,True,7,3,1,n,PRUNED
192,0.041040701042565,2025-09-08 16:57:51.670680,2025-09-08 16:57:52.053680,0 days 00:00:00.383000,0,0,0,0,0,True,True,7,2,2,n,COMPLETE
193,0.041040701042565,2025-09-08 16:57:51.853680,2025-09-08 16:57:52.054680,0 days 00:00:00.201000,0,0,0,0,0,True,True,7,2,2,n,COMPLETE
194,0.19729619273816432,2025-09-08 16:57:51.928680,2025-09-08 16:57:52.128680,0 days 00:00:00.200000,0,1,0,0,0,True,True,7,2,2,n,PRUNED
195,0.20301022012745246,2025-09-08 16:57:51.991680,2025-09-08 16:57:53.200680,0 days 00:00:01.209000,0,1,0,0,0,True,True,7,4,2,n,PRUNED
196,0.20301022012745246,2025-09-08 16:57:52.120680,2025-09-08 16:57:53.631680,0 days 00:00:01.511000,0,1,0,0,0,True,True,7,4,2,n,PRUNED
197,1.986006001226498,2025-09-08 16:57:52.220680,2025-09-08 16:57:53.503680,0 days 00:00:01.283000,0,0,0,0,2,True,True,7,5,5,n,PRUNED
198,0.0405477417270787,2025-09-08 16:57:53.286680,2025-09-08 16:57:53.539681,0 days 00:00:00.253001,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
199,0.0405477417270787,2025-09-08 16:57:53.454680,2025-09-08 16:57:53.611682,0 days 00:00:00.157002,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
200,0.0405477417270787,2025-09-08 16:57:53.512680,2025-09-08 16:57:53.690682,0 days 00:00:00.178002,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
201,0.04040276276171314,2025-09-08 16:57:53.560680,2025-09-08 16:57:53.715681,0 days 00:00:00.155001,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
202,0.04040276276171314,2025-09-08 16:57:53.594680,2025-09-08 16:57:53.731680,0 days 00:00:00.137000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
203,0.04040276276171314,2025-09-08 16:57:53.815680,2025-09-08 16:57:53.882681,0 days 00:00:00.067001,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
204,0.04103628195770933,2025-09-08 16:57:53.886680,2025-09-08 16:57:53.976682,0 days 00:00:00.090002,0,0,0,0,0,True,True,7,3,1,n,COMPLETE
205,1.9936085257097746,2025-09-08 16:57:53.986681,2025-09-08 16:57:54.073680,0 days 00:00:00.086999,0,0,0,0,1,True,True,7,3,2,n,PRUNED
206,1.9936085257097746,2025-09-08 16:57:54.026680,2025-09-08 16:57:54.111681,0 days 00:00:00.085001,0,0,0,0,1,True,True,7,3,2,n,PRUNED
207,0.04040276276171314,2025-09-08 16:57:54.130681,2025-09-08 16:57:54.218681,0 days 00:00:00.088000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
208,0.04040276276171314,2025-09-08 16:57:54.170681,2025-09-08 16:57:54.271680,0 days 00:00:00.100999,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
209,0.04040276276171314,2025-09-08 16:57:54.186680,2025-09-08 16:57:54.296679,0 days 00:00:00.109999,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
210,0.04040276276171314,2025-09-08 16:57:54.231680,2025-09-08 16:57:54.336680,0 days 00:00:00.105000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
211,0.04040276276171314,2025-09-08 16:57:54.250680,2025-09-08 16:57:54.328679,0 days 00:00:00.077999,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
212,0.30200994683068466,2025-09-08 16:57:54.277680,2025-09-08 16:57:56.775680,0 days 00:00:02.498000,0,1,0,0,0,True,True,7,5,4,c,PRUNED
213,0.04103628195770933,2025-09-08 16:57:54.308680,2025-09-08 16:57:54.396680,0 days 00:00:00.088000,0,0,0,0,0,True,True,7,3,1,n,COMPLETE
214,0.04103628195770933,2025-09-08 16:57:54.337679,2025-09-08 16:57:54.499680,0 days 00:00:00.162001,0,0,0,0,0,True,True,7,3,1,n,COMPLETE
215,0.04103628195770933,2025-09-08 16:57:54.366680,2025-09-08 16:57:54.462682,0 days 00:00:00.096002,0,0,0,0,0,True,True,7,3,1,n,COMPLETE
216,0.04040276276171314,2025-09-08 16:57:54.409680,2025-09-08 16:57:54.515680,0 days 00:00:00.106000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
217,0.041040701042565,2025-09-08 16:57:54.573680,2025-09-08 16:57:54.711680,0 days 00:00:00.138000,0,0,0,0,0,True,True,7,2,2,n,COMPLETE
218,0.041040701042565,2025-09-08 16:57:54.610680,2025-09-08 16:57:54.734680,0 days 00:00:00.124000,0,0,0,0,0,True,True,7,2,2,n,COMPLETE
219,0.04040276276171314,2025-09-08 16:57:54.713680,2025-09-08 16:57:54.870680,0 days 00:00:00.157000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
220,0.04040276276171314,2025-09-08 16:57:54.746680,2025-09-08 16:57:54.841680,0 days 00:00:00.095000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
221,1.9899825296861358,2025-09-08 16:57:54.924680,2025-09-08 16:57:57.249680,0 days 00:00:02.325000,0,1,0,0,2,True,True,7,5,4,c,PRUNED
222,0.0404835281535303,2025-09-08 16:57:54.966680,2025-09-08 16:57:55.143680,0 days 00:00:00.177000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
223,0.0404835281535303,2025-09-08 16:57:55.001681,2025-09-08 16:57:55.165681,0 days 00:00:00.164000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
224,0.0404835281535303,2025-09-08 16:57:55.046679,2025-09-08 16:57:55.185680,0 days 00:00:00.139001,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
225,1.9921842701805264,2025-09-08 16:57:55.098683,2025-09-08 16:57:57.208680,0 days 00:00:02.109997,0,1,0,0,2,True,True,7,4,3,c,PRUNED
226,0.0404835281535303,2025-09-08 16:57:55.124680,2025-09-08 16:57:55.275680,0 days 00:00:00.151000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
227,0.04040276276171314,2025-09-08 16:57:55.214680,2025-09-08 16:57:55.403680,0 days 00:00:00.189000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
228,0.04040276276171314,2025-09-08 16:57:55.236680,2025-09-08 16:57:55.356680,0 days 00:00:00.120000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
229,0.04040276276171314,2025-09-08 16:57:55.296680,2025-09-08 16:57:55.410681,0 days 00:00:00.114001,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
230,0.04040276276171314,2025-09-08 16:57:55.344680,2025-09-08 16:57:55.491681,0 days 00:00:00.147001,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
231,0.0405477417270787,2025-09-08 16:57:55.386680,2025-09-08 16:57:55.585680,0 days 00:00:00.199000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
232,0.0405477417270787,2025-09-08 16:57:55.445681,2025-09-08 16:57:55.563680,0 days 00:00:00.117999,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
233,1.9999880646635892,2025-09-08 16:57:55.613680,2025-09-08 16:57:55.805680,0 days 00:00:00.192000,0,0,0,0,1,True,True,7,2,1,n,PRUNED
234,0.041040701042565,2025-09-08 16:57:55.836680,2025-09-08 16:57:55.944679,0 days 00:00:00.107999,0,0,0,0,0,True,True,7,2,2,n,PRUNED
235,0.04105584024234711,2025-09-08 16:57:55.851680,2025-09-08 16:57:55.949679,0 days 00:00:00.097999,0,0,0,0,0,True,True,7,2,1,n,PRUNED
236,0.04105584024234711,2025-09-08 16:57:55.888680,2025-09-08 16:57:55.973679,0 days 00:00:00.084999,0,0,0,0,0,True,True,7,2,1,n,PRUNED
237,0.04040276276171314,2025-09-08 16:57:55.959679,2025-09-08 16:57:56.156679,0 days 00:00:00.197000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
238,0.04040276276171314,2025-09-08 16:57:55.988679,2025-09-08 16:57:56.243679,0 days 00:00:00.255000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
239,0.45234145198084047,2025-09-08 16:57:56.157679,2025-09-08 16:57:56.489679,0 days 00:00:00.332000,0,1,0,0,0,True,True,7,0,1,c,PRUNED
240,0.04040276276171314,2025-09-08 16:57:56.281681,2025-09-08 16:57:56.423679,0 days 00:00:00.141998,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
241,0.04040276276171314,2025-09-08 16:57:56.328679,2025-09-08 16:57:56.463679,0 days 00:00:00.135000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
242,0.04040276276171314,2025-09-08 16:57:56.337679,2025-09-08 16:57:56.458679,0 days 00:00:00.121000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
243,0.04040276276171314,2025-09-08 16:57:56.346679,2025-09-08 16:57:56.460679,0 days 00:00:00.114000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
244,0.04040276276171314,2025-09-08 16:57:56.386679,2025-09-08 16:57:56.459679,0 days 00:00:00.073000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
245,0.04040276276171314,2025-09-08 16:57:56.411682,2025-09-08 16:57:56.506679,0 days 00:00:00.094997,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
246,0.0405477417270787,2025-09-08 16:57:56.491679,2025-09-08 16:57:56.568680,0 days 00:00:00.077001,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
247,0.0405477417270787,2025-09-08 16:57:56.518680,2025-09-08 16:57:56.589680,0 days 00:00:00.071000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
248,1.995193813687043,2025-09-08 16:57:56.617680,2025-09-08 16:57:57.093680,0 days 00:00:00.476000,0,0,0,0,1,True,True,7,0,5,c,PRUNED
249,1.9990917670237023,2025-09-08 16:57:56.647681,2025-09-08 16:57:56.688680,0 days 00:00:00.040999,0,0,0,0,1,True,True,7,4,1,n,PRUNED
250,0.04128191276632094,2025-09-08 16:57:56.757680,2025-09-08 16:57:56.923680,0 days 00:00:00.166000,0,0,0,0,0,True,True,7,2,3,n,PRUNED
251,0.04128191276632094,2025-09-08 16:57:56.766680,2025-09-08 16:57:56.981680,0 days 00:00:00.215000,0,0,0,0,0,True,True,7,2,3,n,PRUNED
252,0.04103628195770933,2025-09-08 16:57:56.975680,2025-09-08 16:57:57.068680,0 days 00:00:00.093000,0,0,0,0,0,True,True,7,3,1,n,COMPLETE
253,0.04103628195770933,2025-09-08 16:57:57.003680,2025-09-08 16:57:57.105680,0 days 00:00:00.102000,0,0,0,0,0,True,True,7,3,1,n,COMPLETE
254,0.04103628195770933,2025-09-08 16:57:57.054680,2025-09-08 16:57:57.124680,0 days 00:00:00.070000,0,0,0,0,0,True,True,7,3,1,n,COMPLETE
255,1.9936085257097746,2025-09-08 16:57:57.101680,2025-09-08 16:57:57.146680,0 days 00:00:00.045000,0,0,0,0,1,True,True,7,3,2,n,PRUNED
256,0.04040276276171314,2025-09-08 16:57:57.120680,2025-09-08 16:57:57.167680,0 days 00:00:00.047000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
257,1.9936085257097746,2025-09-08 16:57:57.145680,2025-09-08 16:57:57.195680,0 days 00:00:00.050000,0,0,0,0,1,True,True,7,3,2,n,PRUNED
258,0.04040276276171314,2025-09-08 16:57:57.155680,2025-09-08 16:57:57.206680,0 days 00:00:00.051000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
259,0.04040276276171314,2025-09-08 16:57:57.165680,2025-09-08 16:57:57.211680,0 days 00:00:00.046000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
260,0.04040276276171314,2025-09-08 16:57:57.179680,2025-09-08 16:57:57.214683,0 days 00:00:00.035003,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
261,0.04040276276171314,2025-09-08 16:57:57.189680,2025-09-08 16:57:57.226680,0 days 00:00:00.037000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
262,0.041040701042565,2025-09-08 16:57:57.206680,2025-09-08 16:57:57.229680,0 days 00:00:00.023000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
263,0.04163888491419558,2025-09-08 16:57:57.234680,2025-09-08 16:57:57.254680,0 days 00:00:00.020000,0,0,0,0,0,True,True,7,4,3,n,PRUNED
264,0.0405477417270787,2025-09-08 16:57:57.242680,2025-09-08 16:57:57.260680,0 days 00:00:00.018000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
265,0.04163888491419558,2025-09-08 16:57:57.251680,2025-09-08 16:57:57.269680,0 days 00:00:00.018000,0,0,0,0,0,True,True,7,4,3,n,PRUNED
266,1.9941702159547487,2025-09-08 16:57:57.259680,2025-09-08 16:57:58.133680,0 days 00:00:00.874000,0,1,0,0,1,True,True,7,3,1,c,PRUNED
267,0.041040701042565,2025-09-08 16:57:57.263680,2025-09-08 16:57:57.290680,0 days 00:00:00.027000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
268,0.041040701042565,2025-09-08 16:57:57.267680,2025-09-08 16:57:57.300680,0 days 00:00:00.033000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
269,1.9922553671776633,2025-09-08 16:57:57.273680,2025-09-08 16:57:58.008680,0 days 00:00:00.735000,0,1,0,0,1,True,True,7,5,4,n,PRUNED
270,0.0404835281535303,2025-09-08 16:57:57.296680,2025-09-08 16:57:57.648680,0 days 00:00:00.352000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
271,0.04040276276171314,2025-09-08 16:57:57.304680,2025-09-08 16:57:57.857680,0 days 00:00:00.553000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
272,0.04040276276171314,2025-09-08 16:57:57.309680,2025-09-08 16:57:57.864680,0 days 00:00:00.555000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
273,0.04040276276171314,2025-09-08 16:57:57.340680,2025-09-08 16:57:57.879680,0 days 00:00:00.539000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
274,1.9945341351829724,2025-09-08 16:57:57.768680,2025-09-08 16:57:58.034680,0 days 00:00:00.266000,0,1,0,0,2,True,True,7,0,1,c,PRUNED
275,0.04040276276171314,2025-09-08 16:57:57.860680,2025-09-08 16:57:57.987680,0 days 00:00:00.127000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
276,0.04103628195770933,2025-09-08 16:57:57.894680,2025-09-08 16:57:58.013680,0 days 00:00:00.119000,0,0,0,0,0,True,True,7,3,1,n,COMPLETE
277,0.04539211837107433,2025-09-08 16:57:57.988680,2025-09-08 16:57:58.139680,0 days 00:00:00.151000,0,0,0,0,0,True,True,7,1,1,c,PRUNED
278,0.04103628195770933,2025-09-08 16:57:57.999680,2025-09-08 16:57:58.072681,0 days 00:00:00.073001,0,0,0,0,0,True,True,7,3,1,n,COMPLETE
279,0.041240674139601294,2025-09-08 16:57:58.006680,2025-09-08 16:57:58.074680,0 days 00:00:00.068000,0,0,0,0,0,True,True,7,4,1,n,PRUNED
280,0.20261412835044912,2025-09-08 16:57:58.017680,2025-09-08 16:57:58.119680,0 days 00:00:00.102000,0,1,0,0,0,True,True,7,3,2,n,PRUNED
281,0.20261412835044912,2025-09-08 16:57:58.021680,2025-09-08 16:57:58.104680,0 days 00:00:00.083000,0,1,0,0,0,True,True,7,3,2,n,PRUNED
282,0.044569373180919455,2025-09-08 16:57:58.023680,2025-09-08 16:57:58.151680,0 days 00:00:00.128000,0,0,0,0,0,True,True,7,1,0,c,PRUNED
283,0.041240674139601294,2025-09-08 16:57:58.032680,2025-09-08 16:57:58.123680,0 days 00:00:00.091000,0,0,0,0,0,True,True,7,4,1,n,PRUNED
284,0.041240674139601294,2025-09-08 16:57:58.037680,2025-09-08 16:57:58.120680,0 days 00:00:00.083000,0,0,0,0,0,True,True,7,4,1,n,PRUNED
285,0.0404835281535303,2025-09-08 16:57:58.076680,2025-09-08 16:57:58.139680,0 days 00:00:00.063000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
286,0.20261412835044912,2025-09-08 16:57:58.087680,2025-09-08 16:57:58.139680,0 days 00:00:00.052000,0,1,0,0,0,True,True,7,3,2,n,PRUNED
287,0.04539211837107433,2025-09-08 16:57:58.116680,2025-09-08 16:57:58.158680,0 days 00:00:00.042000,0,0,0,0,0,True,True,7,1,1,c,PRUNED
288,0.04674546468749902,2025-09-08 16:57:58.122680,2025-09-08 16:57:58.617680,0 days 00:00:00.495000,0,0,0,0,0,True,True,7,3,5,c,PRUNED
289,0.04040276276171314,2025-09-08 16:57:58.129680,2025-09-08 16:57:58.157680,0 days 00:00:00.028000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
290,0.04040276276171314,2025-09-08 16:57:58.142680,2025-09-08 16:57:58.167680,0 days 00:00:00.025000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
291,0.04040276276171314,2025-09-08 16:57:58.152680,2025-09-08 16:57:58.186680,0 days 00:00:00.034000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
292,0.041040701042565,2025-09-08 16:57:58.159680,2025-09-08 16:57:58.188680,0 days 00:00:00.029000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
293,0.041040701042565,2025-09-08 16:57:58.168680,2025-09-08 16:57:58.199680,0 days 00:00:00.031000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
294,0.0404835281535303,2025-09-08 16:57:58.199680,2025-09-08 16:57:58.235679,0 days 00:00:00.035999,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
295,1.9963272457605734,2025-09-08 16:57:58.590679,2025-09-08 16:57:58.720679,0 days 00:00:00.130000,0,0,0,0,1,True,True,7,2,3,n,PRUNED
296,0.0405477417270787,2025-09-08 16:57:58.595679,2025-09-08 16:57:58.695679,0 days 00:00:00.100000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
297,0.0405477417270787,2025-09-08 16:57:58.606679,2025-09-08 16:57:58.702679,0 days 00:00:00.096000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
298,1.9936085257097746,2025-09-08 16:57:58.696679,2025-09-08 16:57:58.716679,0 days 00:00:00.020000,0,0,0,0,1,True,True,7,3,2,n,PRUNED
299,1.9963555318545776,2025-09-08 16:57:58.707681,2025-09-08 16:57:58.725679,0 days 00:00:00.017998,0,0,0,0,1,True,True,7,2,2,n,PRUNED
300,0.04040276276171314,2025-09-08 16:57:58.718679,2025-09-08 16:57:58.732679,0 days 00:00:00.014000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
301,0.04040276276171314,2025-09-08 16:57:58.727679,2025-09-08 16:57:58.748679,0 days 00:00:00.021000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
302,0.04040276276171314,2025-09-08 16:57:58.729679,2025-09-08 16:57:58.752679,0 days 00:00:00.023000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
303,0.04040276276171314,2025-09-08 16:57:58.731679,2025-09-08 16:57:58.758679,0 days 00:00:00.027000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
304,0.04040276276171314,2025-09-08 16:57:58.735679,2025-09-08 16:57:58.761679,0 days 00:00:00.026000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
305,0.04040276276171314,2025-09-08 16:57:58.741679,2025-09-08 16:57:58.764679,0 days 00:00:00.023000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
306,1.8821828602358839,2025-09-08 16:57:58.753679,2025-09-08 16:57:58.821679,0 days 00:00:00.068000,0,0,0,0,0,True,True,7,0,3,n,PRUNED
307,0.04105584024234711,2025-09-08 16:57:58.756679,2025-09-08 16:57:58.799679,0 days 00:00:00.043000,0,0,0,0,0,True,True,7,2,1,n,PRUNED
308,0.04105584024234711,2025-09-08 16:57:58.762679,2025-09-08 16:57:58.807680,0 days 00:00:00.045001,0,0,0,0,0,True,True,7,2,1,n,PRUNED
309,0.0404835281535303,2025-09-08 16:57:58.768679,2025-09-08 16:57:58.811679,0 days 00:00:00.043000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
310,0.04128191276632094,2025-09-08 16:57:58.803680,2025-09-08 16:57:58.837679,0 days 00:00:00.033999,0,0,0,0,0,True,True,7,2,3,n,PRUNED
311,0.04128191276632094,2025-09-08 16:57:58.812680,2025-09-08 16:57:58.837679,0 days 00:00:00.024999,0,0,0,0,0,True,True,7,2,3,n,PRUNED
312,0.04128191276632094,2025-09-08 16:57:58.815680,2025-09-08 16:57:58.841679,0 days 00:00:00.025999,0,0,0,0,0,True,True,7,2,3,n,PRUNED
313,0.04128191276632094,2025-09-08 16:57:58.822679,2025-09-08 16:57:58.864679,0 days 00:00:00.042000,0,0,0,0,0,True,True,7,2,3,n,PRUNED
314,1.9950104337725874,2025-09-08 16:57:58.825679,2025-09-08 16:57:59.584680,0 days 00:00:00.759001,0,1,0,0,2,True,True,7,0,5,n,PRUNED
315,1.992312546931186,2025-09-08 16:57:58.826679,2025-09-08 16:57:59.587680,0 days 00:00:00.761001,0,1,0,0,2,True,True,7,2,4,n,PRUNED
316,0.0405477417270787,2025-09-08 16:57:58.830679,2025-09-08 16:57:58.868679,0 days 00:00:00.038000,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
317,0.0405477417270787,2025-09-08 16:57:58.841679,2025-09-08 16:57:59.370680,0 days 00:00:00.529001,0,0,0,0,0,True,True,7,4,2,n,COMPLETE
318,1.9974843878152286,2025-09-08 16:57:58.843679,2025-09-08 16:57:59.618680,0 days 00:00:00.775001,0,1,0,0,1,True,True,7,2,4,n,PRUNED
319,0.044080939318453825,2025-09-08 16:57:58.844679,2025-09-08 16:57:59.998680,0 days 00:00:01.154001,0,0,0,0,0,True,True,7,4,0,c,PRUNED
320,1.9976356507239557,2025-09-08 16:57:58.849679,2025-09-08 16:57:59.267680,0 days 00:00:00.418001,0,0,0,0,1,True,True,7,4,2,n,PRUNED
321,1.9976356507239557,2025-09-08 16:57:58.855679,2025-09-08 16:57:59.316681,0 days 00:00:00.461002,0,0,0,0,1,True,True,7,4,2,n,PRUNED
322,0.04103628195770933,2025-09-08 16:57:58.949680,2025-09-08 16:57:59.418680,0 days 00:00:00.469000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
